"Client ID",Name,Age,"Location ID","Joined Bank","Banking Contact",Nationality,Occupation,"Fee Structure","Loyalty Classification","Estimated Income","Superannuation Savings","Amount of Credit Cards","Credit Card Balance","Bank Loans","Bank Deposits","Checking Accounts","Saving Accounts","Foreign Currency Account","Business Lending","Properties Owned","Risk Weighting",Gender,InvestmentAdvisor,BankingRelationship,High_Potential_Lead
IND38886,"Samuel Matthews",64,8712,15/07/12,"Paul Larson",American,"Research nurse",Mid,Jade,109843.19,37048.72,3,6149.44,1210157.2,1938117.36,689108.39,537504.55,3250.07,758862.7,3,2,Male,"Eugene Cunningham",Institutional,No
IND20053,"Jeffrey Gardner",34,2080,01/05/00,"Adam Hernandez",American,"Biostatistician ii",Mid,Silver,90493.26,41330.25,1,1471.26,120713.72,228001.87,120000.99,156801.29,30259.85,717355.8,3,2,Male,"Joe Carroll","Private Bank",No
IND47894,"Arthur Garza",47,23182,31/08/12,"Shawn Long",European,"Assistant professor",High,Silver,215401.05,59875.7,2,882.92,363645.44,463032.46,469045.87,105835.99,53088.46,402108.44,0,4,Female,"Steve Sanchez",Commercial,No
IND88607,"Martin Chapman",61,18607,15/10/05,"Nicholas Cunningham",Asian,"Technical writer",Low,Silver,95682.13,11891.65,2,1225.69,77092.06,718547.05,185431.5,322650.81,60605.51,638532.99,2,1,Female,"Lawrence Sanchez",Retail,No
IND91152,"Matthew Morris",40,16066,02/07/09,"Jonathan Hawkins",Asian,"Data coordiator",Low,Jade,79374.2,12797.46,3,3435.78,308861.23,679198.46,284203.61,233046.96,2706.61,570277.46,0,1,Male,"Peter Castillo",Retail,No
IND96437,"Anthony Hall",60,38732,01/04/10,"Mark Montgomery",American,"Database administrator ii",High,Jade,390058.27,30999.6,1,2550.99,121180,590538.47,624283.52,267598.29,39935.45,834960.88,0,3,Female,"Daniel Carroll",Institutional,Yes
IND40105,"Antonio Robinson",58,20800,15/04/13,"Benjamin Kim",European,"Account representative iii",High,Jade,282275.52,32380.2,2,3753.34,521029.7,349786.13,377400.82,60476.18,10875.14,0,1,2,Female,"Carl Anderson",Institutional,Yes
IND54599,"Fred Ray",34,3906,03/02/19,"Frank Brown",Asian,"Accountant i",High,Silver,261816.27,28229.28,1,4348.32,1836558.92,519403.27,133267.94,179262.47,40575.97,813538.43,3,2,Female,"Nicholas Ward","Private Bank",Yes
IND54112,"Paula Henderson",44,34854,20/09/21,"Jason Duncan",Asian,"Analyst programmer",Mid,Silver,268884.36,12529.68,2,3547.47,231498.18,446067.71,388879.54,157381.84,15193.64,754235.32,2,3,Female,"Ryan Taylor","Private Bank",Yes
IND92210,"Frank James",38,12790,21/04/20,"Nicholas Simmons",Asian,"Software engineer iv",High,Gold,153042.86,11321.52,1,3839.02,1043974.9,768909.47,273390.03,352445.32,4800.95,287682.6,2,2,Male,"Jack Phillips","Private Bank",Yes
IND37311,"Jonathan Nelson",58,38265,19/04/07,"Patrick Graham",European,"Senior editor",High,Jade,117573.89,29474.28,1,7522.91,1475007.59,1053001.48,369336.34,295704.82,46731.9,2048937.8,0,3,Male,"Juan Ramirez","Private Bank",No
IND93006,"Marilyn Mendoza",79,37723,11/10/20,"Steve Diaz",Asian,"Senior cost accountant",High,Gold,219948.15,32740.68,1,4198.32,217839.18,223869.04,125260.06,168088.34,7758.07,644919.11,0,4,Female,"Gregory Boyd",Commercial,No
IND50691,"Larry Russell",30,14993,03/10/07,"Anthony Torres",American,"Vp quality control",Mid,Jade,389746.08,35218.4,1,2219.9,386539.66,1252407.57,399704.54,405478.05,51611.64,1909063.3,3,3,Female,"Victor Dean",Commercial,Yes
IND60221,"Benjamin Wood",59,23432,13/07/13,"Victor Martinez",Australian,"Electrical engineer",Low,Jade,222185.79,44354.07,1,3824.24,865214.18,1023932.01,404810.33,353931.23,23356.99,1331501.65,2,2,Female,"Jeremy Porter",Retail,Yes
IND50457,"Brandon Burton",61,12025,04/11/03,"Nicholas Simmons",European,Professor,High,Platinum,46631.31,21327.57,3,3706.79,151883.94,204987.25,56405.89,66558.95,18299.42,715134.11,2,1,Female,"Ernest Knight",Institutional,No
IND61531,"Diana Walker",23,23489,08/08/20,"Dennis Ruiz",Asian,"Office assistant iii",Low,Gold,45899.16,29179.06,1,1080.37,240303.96,93779.23,93779.23,30313.5,15891.17,47541.64,2,1,Female,"Eric Shaw","Private Bank",No
IND55634,"Scott Jones",73,445,21/05/19,"Raymond Alexander",European,"Software test engineer ii",Mid,Jade,213562.55,39890.12,1,4447.33,356462.12,0,0,0,40259.33,521049.18,1,3,Female,"Joe Carroll",Commercial,No
IND73340,"Martha Green",42,32821,23/10/06,"Steve Diaz",American,"Budget/accounting analyst ii",Mid,Silver,62265.14,20300.16,1,2802.88,141136.94,565013.46,239239.93,275176.83,11120.96,583342.47,1,1,Female,"Steve Sanchez",Retail,No
IND36571,"Scott Hudson",65,10719,04/01/01,"Stephen Payne",Australian,"Gis technical architect",Mid,Silver,77385.85,2471.85,3,2914.84,428019.96,414347,260712.72,143391.99,526.26,745917.63,2,2,Male,"Lawrence Sanchez",Retail,No
IND17470,"Stephen Daniels",20,27679,11/05/10,"Carl Nguyen",European,"Director of sales",Mid,Jade,121124.02,53804.4,1,7657.79,370608.78,1292973.24,317572.37,440971.92,43959.38,507670.96,2,3,Male,"Victor Gutierrez",Institutional,No
IND90409,"Ruth Sims",54,39013,15/06/19,"Bruce Porter",Asian,"Geologist ii",Low,Gold,46065.04,15053.6,1,639.27,286540.1,826638.75,173663.6,609559.24,18316.96,1111305.78,1,1,Male,"Daniel Carroll",Institutional,No
IND37142,"Frances Ray",82,42895,18/03/13,"Dennis Morris",Australian,"Help desk technician",Low,Gold,260944.03,21134.01,1,327.85,500216.98,298094.81,343955.55,81402.81,32642.73,904332.08,2,2,Male,"Carl Anderson","Private Bank",No
IND58182,"Tina West",58,5564,09/06/04,"Paul Larson",African,"Budget/accounting analyst iv",Mid,Platinum,126577.5,7851,1,5217.3,1203236.1,181465.92,37805.4,100940.42,56313.9,1055124,1,3,Male,"Victor Dean","Private Bank",No
IND24057,"Ashley Burns",28,31081,29/09/11,"Jeremy Vasquez",European,"General manager",High,Jade,205494.12,14821.2,1,311.45,1886976.73,2365411.67,1544359.69,246315.6,33050.06,1779026.34,3,4,Male,"Ernest Knight","Private Bank",No
IND73753,"Kelly Evans",37,11036,18/09/99,"Bobby Burton",African,"Registered nurse",High,Gold,27514.69,6758,1,472.39,72751.46,379435.57,289466.31,104755.51,19041.59,367893.84,1,1,Male,"Eric Shaw","Private Bank",No
IND23130,"Jessica Moreno",66,22928,01/10/21,"Frank Brown",Asian,"Media manager i",Mid,Jade,292770.14,50378.4,2,2913.12,207917.14,359098.54,410398.33,60533.75,20133.29,437118.7,0,2,Male,"Kevin Kim","Private Bank",No
IND49045,"Howard Hunter",17,42531,10/06/04,"Adam Hernandez",Australian,Paralegal,Mid,Platinum,198096.2,11072.16,2,6595.85,114777.98,917484.85,732223.49,121478.52,20052.03,1698348.54,0,4,Female,"Victor Rogers",Commercial,No
IND15747,"Earl Jordan",57,42864,08/02/02,"Anthony Simpson",Australian,"Nurse practicioner",High,Platinum,362306.18,44052.2,2,7059.63,964779.41,2774465.91,1439912.69,164360.77,23523.13,1068649.97,0,3,Male,"Eugene Cunningham",Commercial,Yes
IND20560,"Roger Wright",78,13518,09/11/04,"Stephen Payne",Asian,"Staff accountant iv",High,Jade,139988.22,11940.28,1,2725.87,935799.48,124273.65,26695.82,36600.89,26586.85,269082,1,2,Female,"Joe Carroll","Private Bank",No
IND66207,"Julie Fox",64,41092,05/08/20,"Joshua Ryan",European,"Database administrator ii",High,Gold,174802.46,65530.92,1,6168.37,955717.01,1776637.42,448471.58,1225362.35,50727.61,499975.5,2,4,Male,"Lawrence Sanchez",Institutional,No
IND40294,"Shawn Wallace",83,12377,12/10/20,"Jonathan Hawkins",European,"Marketing assistant",Mid,Platinum,61636.21,16324.7,3,3175.48,287448.7,103147.24,58137.53,26368.18,9625.77,99371.97,1,1,Female,"Peter Castillo","Private Bank",No
IND90506,"Mark Harris",72,3383,08/04/02,"Donald Reynolds",Asian,"Engineer iv",Low,Gold,95092.11,21094.15,1,6448.99,101219.03,677319.49,338659.74,242851.81,23398.06,203476.06,3,2,Female,"Victor Gutierrez",Commercial,No
IND82575,"Joyce Gardner",18,42011,14/06/20,"Jerry Green",American,"Programmer analyst ii",High,Silver,137228.52,44184.4,1,1433.48,508536.52,115188.95,57594.48,171290.24,7320.46,900304.47,1,2,Female,"Daniel Carroll",Retail,No
IND22602,"Jimmy Brown",22,18592,04/08/15,"Benjamin Kim",African,"Staff accountant ii",Mid,Jade,86940.95,12303.9,2,2040.85,216689.7,566112.05,210537.54,149247.72,5029.06,372413.2,0,1,Female,"Carl Anderson",Retail,No
IND32945,"Willie Scott",77,36433,22/11/06,"Roger Alexander",American,"Graphic designer",High,Jade,248004.44,33819.76,1,577.38,189579.46,1052953.51,579477.77,85225.63,13528.13,2192573.71,2,2,Female,"Nicholas Ward",Retail,No
IND24180,"Andrew Collins",21,29021,15/10/20,"Bruce Porter",Asian,"Recruiting manager",Low,Silver,220337.08,25245.46,1,1881.86,744311,353911.49,109834.6,178176.13,13489.86,512965.6,1,2,Male,"Fred Bryant",Institutional,No
IND43809,"Lori Bishop",50,29484,29/10/07,"Jerry Green",European,"Computer systems analyst iii",High,Silver,338674.04,61516.2,1,344.33,67113.14,295854.26,309942.56,122943.88,621.72,952042.96,1,4,Female,"Ryan Taylor",Institutional,No
IND86910,"Kelly Sullivan",31,3962,26/06/21,"Shawn Cook",Asian,"Developer i",High,Jade,359289.6,68461.12,1,1015.11,993970.51,964151.4,815055.82,203962.75,38662.26,1492177.87,0,4,Male,"Sean Vasquez","Private Bank",No
IND17854,"Frank Turner",40,30951,28/08/10,"Jerry Green",European,"Budget/accounting analyst iv",High,Jade,172210.31,13336.37,1,6019.43,1691022.41,1119262.6,613521.72,116403.31,23747.59,848784.54,3,3,Male,"Nicholas Morrison","Private Bank",Yes
IND26234,"Lillian Fisher",29,34719,30/08/99,"Joshua Ryan",Asian,Pharmacist,High,Jade,238756.39,33685.52,1,6721.44,75127.98,254032.81,184508.04,50565.9,47314.26,703736.44,0,4,Female,"Juan Ramirez","Private Bank",No
IND38793,"Stephen Rose",62,9401,22/04/13,"Dennis Morris",European,"Quality control specialist",High,Jade,136993.01,26132.34,2,2899.87,328610.74,550592.01,308665.22,78083.96,27069.73,708248.46,3,1,Male,"Gregory Boyd","Private Bank",No
IND49322,"Steve Grant",59,5411,12/01/96,"Anthony Torres",European,"Tax accountant",High,Jade,104969.77,16207.79,1,4486.6,204480.31,1087915.49,566160.1,440605.77,57773.66,191774.98,2,4,Male,"Victor Dean","Private Bank",No
IND86286,"Benjamin Greene",18,15970,01/03/16,"George Lewis",Asian,"Vp quality control",Mid,Jade,55803.05,4509.56,2,2337.38,796661.79,1011369.95,423364.17,411133.65,35180.98,716234.57,3,2,Female,"Jeremy Porter","Private Bank",No
IND68280,"Sean Peters",34,36480,28/03/03,"Shawn Wallace",Asian,"Help desk technician",Low,Jade,70501.02,2847.8,1,1113.16,137866.3,190187.84,90959.4,180981.64,12921.86,371348.18,0,1,Male,"Eric Shaw",Commercial,No
IND87450,"Angela Ramos",37,1184,05/07/07,"Paul Holmes",American,"Programmer i",High,Jade,59768.75,15256.25,1,1294,116161,106658.24,46662.98,99658.79,13589.2,137838,3,1,Male,"Joe Carroll","Private Bank",No
IND51266,"Rebecca Hamilton",70,25316,05/06/17,"Shawn Wallace",Asian,"Software test engineer iv",Mid,Jade,126495.38,26566.69,1,2357.38,298416.4,264490.46,188281.34,215806.28,15867.16,520962.55,3,1,Male,"Steve Sanchez",Retail,No
IND68515,"Ronald Reed",34,11154,04/12/21,"Frank Brown",Asian,"Safety technician ii",High,Jade,446770.81,20431.73,2,1504.63,866230.45,3890598.08,1969923.08,482631.15,49155.13,1156672.62,2,4,Male,"Lawrence Sanchez",Institutional,No
IND22846,"Kathy Ellis",82,6338,17/04/20,"Ernest Rivera",European,"Safety technician iv",High,Silver,303829.69,13388.07,1,2446.86,314467.32,59044.12,20410.31,30440.52,29712.24,899282.95,2,2,Female,"Peter Castillo","Private Bank",No
IND70559,"Bobby Baker",60,40710,31/01/19,"James Castillo",European,"Automation specialist iv",Mid,Platinum,56861.37,20159.04,3,324.05,657736,1206135,705282.33,316865.98,16297.03,1656805,3,2,Female,"Victor Gutierrez",Commercial,No
IND58661,"Theresa Crawford",70,26906,25/12/99,"Shawn Cook",Australian,"Administrative officer",Mid,Silver,266959.84,24591.7,2,5225.56,628014.58,646178.74,576945.31,173083.59,941.98,509266.8,1,2,Male,"Daniel Carroll",Retail,No
IND23121,"Ralph Wright",49,3684,03/08/15,"Gregory Simmons",Asian,"Electrical engineer",Mid,Silver,162388.33,17051.4,1,418.61,230956.27,762328.25,418221.75,65591.99,459.43,1244204.71,2,2,Male,"Carl Anderson",Retail,Yes
IND75610,"Randy Ross",80,4322,30/10/20,"Todd Roberts",European,Pharmacist,High,Gold,152605.64,16132.62,2,1094.21,283293.42,370664.48,248563.24,195013.12,25294.88,265156.75,2,1,Female,"Nicholas Ward",Retail,No
IND96933,"David Gomez",24,774,26/05/11,"Carl Nguyen",American,"Recruiting manager",High,Platinum,455859.89,20830.1,1,5386.42,807653.9,506526.41,168842.14,243793.36,65502.67,524468.24,0,4,Male,"Victor Dean",Institutional,No
IND59583,"Sean Hart",43,35292,13/06/01,"Shawn Cook",Australian,"Vp accounting",Low,Silver,244722.66,58019.35,1,5268.25,805464.63,335673,160539.26,293349.01,20436.52,1591663.47,0,5,Female,"Jeremy Porter",Institutional,No
IND64445,"Melissa Young",68,20043,17/10/12,"Gregory Simmons",Asian,"Programmer iii",High,Jade,145929,9192,2,209.58,642987.72,528116.25,413585.02,211564.64,39254.44,207783.03,3,2,Male,"Ernest Knight","Private Bank",No
IND16245,"Howard Evans",36,17069,13/05/08,"Stephen Payne",American,"Developer ii",Low,Platinum,87756.88,13734,1,611,378562.6,127377.06,66138.09,29860.12,20495.02,86328.58,2,1,Female,"Kevin Kim","Private Bank",No
IND51347,"Jennifer Tucker",69,25594,17/12/14,"Paul Larson",European,"Biostatistician ii",High,Gold,143783.2,9774.29,1,1838.16,222209.05,540814.57,373162.05,139151.59,15997.32,784376.32,0,1,Male,"Victor Rogers","Private Bank",No
IND74826,"Todd Miller",28,29157,14/03/19,"Shawn Cook",European,"Systems administrator i",High,Jade,94100.43,17554.86,1,699.99,90544.73,650368.82,218658.48,355684.47,12835.21,273553.43,1,1,Male,"Eugene Cunningham","Private Bank",No
IND49841,"Michelle Anderson",41,15087,14/01/08,"Paul Holmes",Australian,"Automation specialist iii",High,Platinum,247280.35,17404.41,2,2403.72,143660.95,192955.96,291254.28,59707.13,15073.39,400699.72,0,2,Male,"Joe Carroll","Private Bank",Yes
IND92294,"Randy Spencer",74,32199,24/08/10,"Dennis Ruiz",American,"Budget/accounting analyst iii",Low,Jade,331759.84,31363.64,1,2218.1,1000954.99,475504.33,324461.78,279596.55,51420.14,835541.25,3,3,Male,"Steve Sanchez","Private Bank",No
IND13248,"Brenda Montgomery",63,31760,26/01/10,"James Castillo",European,"Web developer i",Mid,Jade,67646.56,1606.25,1,1407.58,270694.94,27280.61,13010.75,14479.71,8318.7,238537,3,1,Male,"Lawrence Sanchez",Commercial,No
IND78119,"Brian Richardson",19,40315,31/10/08,"Shawn Long",American,"Physical therapy assistant",High,Jade,345696.55,10441.06,3,1818.71,717055.82,147698.37,113349.91,61895.92,5289,471020,3,3,Male,"Peter Castillo",Commercial,No
IND45023,"Carl Robinson",33,33592,24/05/21,"Bruce Porter",European,"Safety technician ii",High,Jade,112870.08,32374.2,1,799.18,900385.93,1435680.24,396419.17,526487.51,28185.83,1417066.08,1,2,Female,"Victor Gutierrez",Retail,No
IND25976,"Ruth Reyes",80,5071,13/12/21,"Donald Reynolds",European,"Design engineer",High,Platinum,163505.32,32595.12,2,4321.13,768675.87,1230159.33,299786.73,447715.97,55078,1126976.28,1,2,Female,"Daniel Carroll",Institutional,No
IND39108,"Gary Taylor",46,38823,14/03/15,"Phillip Peters",European,"Social worker",High,Gold,221165.78,21311.16,1,7306.48,782563.02,2140190.29,781992.61,430644.7,20385.46,1253848.32,2,2,Male,"Carl Anderson","Private Bank",Yes
IND16958,"Henry Holmes",81,36080,28/02/17,"Donald Reynolds",Asian,"Automation specialist iv",High,Gold,91667.36,22934.1,2,4658.15,257599.6,945239.66,462564.09,110143.88,38451.05,1143777.05,2,1,Female,"Nicholas Ward",Commercial,No
IND26204,"Victor Young",36,6283,13/06/12,"Roy Rice",Australian,"Quality control specialist",High,Jade,64318.5,22468.5,1,5126.54,535407.39,131688.7,55760.08,38355.82,33785.07,386056.89,3,2,Female,"Fred Bryant",Retail,No
IND99025,"Judy Allen",69,1031,01/11/00,"Paul Larson",European,"Human resources assistant i",High,Jade,47528.21,20520.08,1,5525.3,159111.39,936383.12,664271.79,170069.58,56265.96,705328.04,2,2,Female,"Ryan Taylor",Retail,No
IND54417,"Kathryn Lane",31,16098,18/07/15,"Shawn Long",American,"Vp marketing",High,Jade,69757.28,46121.02,2,3893.16,438835.91,287835.91,113512.75,251025.34,14741.62,354068.52,2,2,Female,"Sean Vasquez",Retail,No
IND76613,"Robert Foster",76,2785,15/12/95,"Victor Ramos",Australian,"Office assistant iii",Mid,Jade,89384.26,9857.4,1,4683.42,283922.73,99189.09,48933.28,18052.41,51384.06,608804.28,1,1,Male,"Nicholas Morrison",Institutional,No
IND77083,"Randy Watson",73,31085,05/10/06,"Shawn Long",European,"Human resources assistant i",Low,Gold,137924.08,17677.2,1,3310.24,613845.52,269797.11,158704.18,168226.43,20991.26,868018.98,3,1,Male,"Jack Phillips",Institutional,No
IND65802,"Diane Phillips",46,32606,05/01/14,"Chris Armstrong",American,"Clinical specialist",Low,Platinum,54579.53,41182.7,2,4508.17,825130.85,1168651.99,332461.34,647997.38,53996.2,1012159.8,0,2,Female,"Juan Ramirez","Private Bank",No
IND80061,"Todd Davis",58,4609,09/07/20,"Patrick Graham",European,"Staff accountant iii",Low,Jade,124234.27,8070.03,1,1035.86,153164.13,336228.37,205794.95,90781.66,20133.1,674567.26,2,1,Female,"Gregory Boyd","Private Bank",No
IND68708,"Roger Ferguson",65,15241,07/05/10,"Joshua Little",European,"Vp product management",High,Jade,223989.18,8430.24,3,5969.46,637300.87,532843.85,146038.69,243687.25,4696.38,930966.78,1,3,Female,"Victor Dean","Private Bank",No
IND90486,"James Schmidt",52,27231,13/02/07,"Paul Larson",Australian,"Speech pathologist",Mid,Silver,236722.44,47236.57,2,6535.2,535361.91,681186.57,396038.7,154455.09,11236.15,283675.88,3,2,Female,"Jeremy Porter","Private Bank",Yes
IND78396,"Anthony Howard",84,41213,24/06/20,"Joshua Little",European,"Budget/accounting analyst ii",Mid,Platinum,280142.4,42962.4,1,2230.2,1094204.92,0,0,0,21942.14,301544.21,2,2,Male,"Ernest Knight","Private Bank",No
IND61166,"Kevin Phillips",79,28691,26/05/13,"Raymond Alexander",Asian,"Accounting assistant iv",High,Silver,73475.15,38312.32,1,2055.21,203929.69,410919.01,305555.16,203562.95,33945.6,302462.78,0,2,Female,"Joe Carroll","Private Bank",No
IND64879,"Shawn Garza",37,12428,25/11/20,"James Castillo",African,"Sales representative",Mid,Gold,193779.18,60467.3,1,7686.69,795551.65,627661.99,158329.15,386775.5,41536.64,331996.89,3,4,Male,"Steve Sanchez",Commercial,No
IND59415,"Samuel Boyd",65,19815,26/10/99,"Victor Martinez",American,"Human resources assistant i",High,Platinum,119101.35,35146.2,1,216.91,740668.24,222029.98,64933.3,130076.05,37738.33,326036.59,0,2,Male,"Lawrence Sanchez",Commercial,No
IND97044,"Frank Franklin",27,10729,16/02/00,"Donald Reynolds",African,"Research assistant iv",High,Platinum,243077.73,34902.7,3,4071.31,222845.73,1042355.6,614245.26,389208.13,15041.04,1738690.13,3,2,Male,"Peter Castillo",Retail,No
IND68021,"Donna Hayes",50,28581,21/10/08,"Phillip Peters",European,"Account representative iii",Mid,Silver,161778.27,26341.2,1,2069.34,856379.12,693314.74,445090.94,402636.12,54605.23,777518.52,1,3,Male,"Victor Gutierrez",Institutional,Yes
IND72946,"David Rice",47,529,25/11/06,"Joe Price",Asian,"Design engineer",High,Jade,135668.24,4835.53,1,448.97,572186.71,446124.61,264886.49,203823.18,29308.26,243587.28,0,1,Female,"Daniel Carroll","Private Bank",No
IND50985,"Earl Harris",45,19619,26/10/15,"Jesse Evans",Australian,"Accountant iii",Mid,Gold,187068.34,33993.85,1,4178.48,937917.29,1303676.98,298932.3,441091.22,44780.25,1328572.47,0,2,Female,"Nicholas Ward",Retail,Yes
IND23452,"Jose Evans",30,17677,10/10/01,"Joshua Little",American,"Accountant i",High,Gold,26691.56,2617.5,1,1493.72,234570.75,455937.82,242882.76,108104.14,17093.79,127376.01,0,1,Female,"Victor Dean",Retail,No
IND19327,"Johnny Murphy",27,17629,20/09/20,"Benjamin Kim",Asian,"Structural analysis engineer",Mid,Jade,42085.37,16982.9,3,3804.62,339248.29,332126.05,210456.11,65109.86,45594.88,624929.72,0,2,Male,"Ernest Knight",Institutional,No
IND96247,"Michelle Pierce",38,12818,12/08/09,"Keith Griffin",European,"Automation specialist iii",High,Platinum,182270.3,25891.2,2,1620.66,122514.24,156565.34,209738.48,104514.75,20617.51,1109415.87,0,5,Female,"Eric Shaw",Institutional,No
IND29312,"Frances Austin",53,3959,12/06/01,"Ernest Rivera",Asian,"Web developer i",High,Silver,121752.06,31512.96,1,2465.89,704962.44,391066.14,367000.53,150169.4,42508.91,600400.48,2,2,Male,"Victor Rogers","Private Bank",No
IND91194,"Russell Perry",42,18232,15/06/95,"Shawn Cook",Australian,"Staff accountant ii",Mid,Jade,190491.93,23924.88,1,1403.68,1366594.52,681478.11,234607.22,382298.05,8998.33,916987.23,1,2,Female,"Eugene Cunningham","Private Bank",Yes
IND29701,"Ralph Sanders",68,42233,21/07/96,"Joe Price",African,"Research associate",High,Silver,347932.8,58421.6,2,622.3,257923.74,326853.43,248798.88,152986.92,41523.38,736855.82,0,3,Female,"Joe Carroll","Private Bank",No
IND76758,"Walter Jones",63,16436,06/01/08,"Anthony Berry",European,"Administrative assistant iii",Mid,Silver,183442.48,42297.04,1,1993.28,471206.78,126741.67,46412.44,138701.8,45712.21,311211.06,3,3,Female,"Steve Sanchez","Private Bank",No
IND80021,"Lisa Butler",67,39243,23/08/09,"Jonathan Hawkins",American,"Associate professor",Mid,Jade,74614.58,6165.88,3,461.44,90295.51,374513.19,135812.48,297799.72,70.83,131724.47,1,1,Male,"Lawrence Sanchez","Private Bank",No
IND90597,"Kimberly Garza",30,12601,05/03/11,"Joshua Bennett",American,"Developer i",Low,Jade,423137.74,16354,1,1116.9,584990.91,530781.48,336161.6,641714.81,40540.92,0,2,4,Male,"Peter Castillo","Private Bank",No
IND36038,"Jane Bowman",39,29534,16/04/99,"Keith Griffin",European,"Computer systems analyst iv",High,Gold,126994.67,45002.16,3,918.84,816538.67,1418385.14,396667.03,563747.99,19105.38,1653331.26,3,2,Female,"Victor Gutierrez",Commercial,No
IND22142,"Susan Cole",74,31952,20/03/96,"Jerry Green",Asian,"Software test engineer ii",Mid,Jade,296441.07,25646.92,1,2740.79,1423871.83,954905.24,477452.62,288225.48,32169.68,1595502.15,1,4,Female,"Carl Anderson",Retail,No
IND32126,"Juan Rose",19,42021,10/06/09,"Frank Brown",European,Editor,Mid,Jade,66888.63,11009.31,1,2046.47,213976.71,420132.51,227571.78,140744.39,2146.06,561056,2,1,Male,"Nicholas Ward",Institutional,No
IND55096,"Ernest Fernandez",63,16207,02/09/00,"Carl Nguyen",European,Recruiter,Mid,Jade,178742.31,18878.86,1,443.02,419469.23,147522.02,115304.57,46664.44,22403.6,706528.29,2,2,Male,"Fred Bryant","Private Bank",No
IND62447,"Nicholas Ward",63,23549,25/09/07,"Joe Hanson",Asian,"Senior quality engineer",Mid,Silver,88000.07,13229.92,1,2354.22,653528.89,1131215.03,463174.66,397617.63,9357.11,138982.5,2,2,Female,"Ryan Taylor",Commercial,No
IND68508,"Ruby Robinson",78,35626,02/04/15,"Anthony Torres",European,"Programmer iv",High,Silver,97918.08,30549,1,1832.15,782160.25,367026.67,286582.47,211869.92,34597.18,377680.39,1,2,Male,"Sean Vasquez",Retail,No
IND45589,"Craig Ryan",77,34128,07/07/12,"Jerry Green",European,"Database administrator ii",Low,Jade,99113.71,10702.23,3,4072.28,247887.42,697496.02,164948.38,238939.51,23459.81,587505.15,2,1,Male,"Jack Phillips",Retail,No
IND64345,"Sara Phillips",84,30447,16/12/02,"James Castillo",Asian,Paralegal,Mid,Platinum,172352.72,4285.44,1,2762.38,172387.01,41045.71,19762.75,53435.43,7493.64,677016.23,2,2,Male,"Juan Ramirez",Institutional,No
IND77099,"Ann Oliver",47,17273,23/10/20,"Dennis Ruiz",European,"Automation specialist iii",Mid,Gold,170998.97,48033.37,2,6876.87,1354308.34,812601.79,300662.66,542655.48,38218.95,1687910.84,3,3,Female,"Gregory Boyd",Institutional,Yes
IND23075,"Keith Smith",80,7473,10/07/05,"Stephen Payne",Australian,"Web developer i",Mid,Jade,357944.04,44053.2,2,9837.83,1687860.5,272673.23,123942.38,48750.67,49768.88,1512885.92,3,4,Male,"Victor Dean","Private Bank",No
IND95786,"George Medina",37,30336,10/07/14,"James Castillo",European,"Design engineer",Low,Jade,207395.96,26423.08,1,7882.74,593839.33,1353471.66,376529.71,782164.15,66350.34,1942767.02,2,3,Female,"Jeremy Porter","Private Bank",Yes
IND30950,"Gerald Griffin",44,11171,22/11/00,"Dennis Ruiz",Asian,"Automation specialist iii",Mid,Jade,41423.42,18651.46,1,793.34,503119.15,59947.95,32737.54,6356.18,19520.45,887127.67,1,1,Male,"Ernest Knight","Private Bank",No
IND61104,"Anne Richards",75,8672,05/09/96,"Bruce Porter",African,"Staff accountant ii",Mid,Platinum,199127.91,21470.62,3,5785.64,347902.54,506306.83,148913.77,319668.23,20108.74,1500775.1,2,3,Male,"Joe Carroll","Private Bank",No
IND31340,"Louis Rodriguez",57,19509,18/05/09,"Donald Reynolds",European,"Accountant iii",Mid,Jade,197866.91,33104.96,1,2800.28,642385.05,334596.57,185632.34,28738.64,12558.34,1158750.14,3,2,Male,"Steve Sanchez","Private Bank",Yes
IND97227,"Henry Roberts",54,32821,11/11/08,"Patrick Graham",American,"Statistician ii",Mid,Silver,71724.65,21190.16,1,1142.41,557275.17,108466.28,22308.67,67179.86,30545.45,887492.13,1,1,Female,"Lawrence Sanchez","Private Bank",No
IND51772,"Lillian GoPKRalez",22,26182,14/04/05,"Patrick Graham",Australian,"Clinical specialist",Low,Silver,433015.61,42292.65,2,1419.3,1396318.38,0,0,0,34695.58,1980823.97,3,3,Male,"Peter Castillo",Commercial,No
IND97733,"Katherine Lawson",47,41078,05/03/09,"Raymond Alexander",European,"Accounting assistant iv",High,Platinum,236954.14,21430.61,1,4829.32,742124.15,189929.59,101546.52,107263.21,22040.11,1824725.34,2,2,Female,"Victor Gutierrez",Commercial,Yes
IND94420,"Judith Jacobs",80,30428,03/09/02,"Joe Price",Asian,"Registered nurse",Mid,Jade,347506.83,56643.14,1,5535.39,1077668.47,228420,218037.27,50252.4,35022.86,1801444.09,1,3,Male,"Daniel Carroll",Retail,No
IND23132,"Arthur Ramos",48,33448,17/02/20,"Jesse Evans",European,"Staff accountant iii",High,Platinum,81404.69,19174,1,977.71,171160.8,176184.24,116693.46,66149.17,6541.15,255239.99,3,1,Female,"Carl Anderson",Institutional,No
